,utm_source,utm_medium,utm_campaign,utm_content,date,goal_add_to_cart,goal_move_to_cart,goal_order_in_cart,goal_pay_success,goal_order_confirmed,new_user,order_amount,order_sum
5887,blogger,stories,bloggercampaignname_684,0.0,2020-10-19,0,1,2,0,0,2,0,0
5888,blogger,stories,bloggercampaignname_684,0.0,2020-10-20,0,0,0,0,0,1,0,0
5889,blogger,stories,bloggercampaignname_684,0.0,2020-10-21,0,0,0,0,0,0,0,0
5890,blogger,stories,bloggercampaignname_684,0.0,2020-10-23,0,0,0,0,0,0,0,0
5891,blogger,stories,bloggercampaignname_684,0.0,2020-10-27,0,0,0,0,0,1,0,0
5892,blogger,stories,bloggercampaignname_684,0.0,2020-10-28,0,0,0,0,0,0,0,0
5893,blogger,stories,bloggercampaignname_684,0.0,2020-10-30,0,0,0,0,0,0,0,0
5894,blogger,stories,bloggercampaignname_684,0.0,2020-11-15,0,0,0,0,0,1,0,0
5895,blogger,stories,bloggercampaignname_684,0.0,2020-12-06,0,0,0,0,0,1,0,0
5896,blogger,stories,bloggercampaignname_684,0.0,2020-12-15,0,0,0,0,0,1,0,0
5897,blogger,stories,bloggercampaignname_684,0.0,2020-12-16,0,0,0,0,0,0,0,0
5898,blogger,stories,bloggercampaignname_684,0.0,2020-12-28,0,0,0,0,0,1,0,0
5899,blogger,stories,bloggercampaignname_685,0.0,2020-10-28,0,0,0,0,0,1,0,0
5900,blogger,stories,bloggercampaignname_685,0.0,2020-11-28,0,0,0,0,0,0,0,0
5901,blogger,stories,bloggercampaignname_686,0.0,2020-11-24,423,162,260,150,85,2094,574,715363
5902,blogger,stories,bloggercampaignname_686,0.0,2020-11-25,117,40,83,42,35,495,160,198627
5903,blogger,stories,bloggercampaignname_686,0.0,2020-11-26,6,0,10,0,4,4,0,0
5904,blogger,stories,bloggercampaignname_686,0.0,2020-11-27,43,12,33,12,4,209,47,59682
5905,blogger,stories,bloggercampaignname_686,0.0,2020-11-28,32,13,18,3,3,132,13,17696
5906,blogger,stories,bloggercampaignname_686,0.0,2020-11-29,3,1,12,0,1,1,0,0
5907,blogger,stories,bloggercampaignname_686,0.0,2020-11-30,4,2,10,0,2,0,0,0
5908,blogger,stories,bloggercampaignname_686,0.0,2020-12-01,4,0,3,1,2,1,3,3774
5909,blogger,stories,bloggercampaignname_686,0.0,2020-12-02,0,0,4,0,0,2,0,0
5910,blogger,stories,bloggercampaignname_686,0.0,2020-12-03,3,2,3,0,0,5,0,0
5911,blogger,stories,bloggercampaignname_686,0.0,2020-12-04,4,2,3,2,2,4,9,9177
5912,blogger,stories,bloggercampaignname_686,0.0,2020-12-05,1,1,1,0,1,1,0,0
5913,blogger,stories,bloggercampaignname_686,0.0,2020-12-06,0,0,0,0,0,0,0,0
5914,blogger,stories,bloggercampaignname_686,0.0,2020-12-07,0,0,1,0,0,0,0,0
5915,blogger,stories,bloggercampaignname_686,0.0,2020-12-08,0,0,0,0,0,1,0,0
5916,blogger,stories,bloggercampaignname_686,0.0,2020-12-09,0,0,0,0,0,1,0,0
5917,blogger,stories,bloggercampaignname_686,0.0,2020-12-10,0,0,0,0,0,0,0,0
5918,blogger,stories,bloggercampaignname_686,0.0,2020-12-11,0,0,0,0,0,0,0,0
5919,blogger,stories,bloggercampaignname_686,0.0,2020-12-12,1,1,1,1,1,6,7,8785
5920,blogger,stories,bloggercampaignname_686,0.0,2020-12-13,0,0,0,0,0,0,0,0
5921,blogger,stories,bloggercampaignname_686,0.0,2020-12-14,2,1,1,0,0,0,0,0
5922,blogger,stories,bloggercampaignname_686,0.0,2020-12-15,0,0,1,0,0,1,0,0
5923,blogger,stories,bloggercampaignname_686,0.0,2020-12-16,1,1,1,0,0,0,0,0
5924,blogger,stories,bloggercampaignname_686,0.0,2020-12-17,0,0,0,0,0,0,0,0
5925,blogger,stories,bloggercampaignname_686,0.0,2020-12-18,1,1,1,0,0,0,0,0
5926,blogger,stories,bloggercampaignname_686,0.0,2020-12-21,0,0,0,0,0,0,0,0
5927,blogger,stories,bloggercampaignname_686,0.0,2020-12-22,0,0,0,0,0,0,0,0
5928,blogger,stories,bloggercampaignname_686,0.0,2020-12-23,0,0,0,0,0,0,0,0
5929,blogger,stories,bloggercampaignname_686,0.0,2020-12-24,1,0,0,0,0,0,0,0
5930,blogger,stories,bloggercampaignname_686,0.0,2020-12-26,0,0,0,0,0,2,0,0
5931,blogger,stories,bloggercampaignname_686,0.0,2020-12-27,0,0,0,0,0,0,0,0
5932,blogger,stories,bloggercampaignname_686,0.0,2020-12-30,0,0,0,0,0,0,0,0
5933,blogger,stories,bloggercampaignname_687,0.0,2020-11-24,0,0,0,0,0,0,0,0
5934,blogger,stories,bloggercampaignname_688,0.0,2020-10-14,0,0,0,0,0,1,0,0
5935,blogger,stories,bloggercampaignname_688,0.0,2020-10-22,0,0,0,0,0,1,0,0
5936,blogger,stories,bloggercampaignname_688,0.0,2020-10-23,0,0,0,0,0,0,0,0
5937,blogger,stories,bloggercampaignname_688,0.0,2020-10-31,0,0,1,0,0,0,0,0
5938,blogger,stories,bloggercampaignname_688,0.0,2020-11-25,1,0,0,0,0,0,0,0
5939,blogger,stories,bloggercampaignname_688,0.0,2020-12-09,0,0,0,0,0,0,0,0
5940,blogger,stories,bloggercampaignname_689,0.0,2020-10-05,0,0,0,0,0,0,0,0
5941,blogger,stories,bloggercampaignname_689,0.0,2020-10-06,0,0,0,0,0,0,0,0
5942,blogger,stories,bloggercampaignname_689,0.0,2020-10-07,0,0,0,0,0,0,0,0
5943,blogger,stories,bloggercampaignname_689,0.0,2020-10-09,0,0,0,0,0,0,0,0
5944,blogger,stories,bloggercampaignname_689,0.0,2020-10-10,0,0,0,0,0,0,0,0
5945,blogger,stories,bloggercampaignname_689,0.0,2020-10-13,0,0,0,0,0,0,0,0
5946,blogger,stories,bloggercampaignname_689,0.0,2020-10-15,0,0,0,0,0,0,0,0
5947,blogger,stories,bloggercampaignname_689,0.0,2020-10-16,0,0,0,0,0,0,0,0
5948,blogger,stories,bloggercampaignname_689,0.0,2020-10-17,0,0,0,0,0,0,0,0
5949,blogger,stories,bloggercampaignname_689,0.0,2020-10-18,0,0,0,0,0,0,0,0
5950,blogger,stories,bloggercampaignname_689,0.0,2020-10-19,0,0,0,0,0,1,0,0
5951,blogger,stories,bloggercampaignname_689,0.0,2020-10-31,1,1,0,0,0,2,0,0
5952,blogger,stories,bloggercampaignname_689,0.0,2020-11-11,0,0,0,0,0,1,0,0
5953,blogger,stories,bloggercampaignname_689,0.0,2020-11-20,0,0,0,0,0,1,0,0
5954,blogger,stories,bloggercampaignname_689,0.0,2020-12-11,0,0,0,0,0,1,0,0
5955,blogger,stories,bloggercampaignname_689,0.0,2020-12-24,0,0,0,0,0,1,0,0
5956,blogger,stories,bloggercampaignname_69,0.0,2020-11-18,0,0,0,0,0,0,0,0
5957,blogger,stories,bloggercampaignname_69,0.0,2020-11-19,106,34,55,32,13,687,115,138394
5958,blogger,stories,bloggercampaignname_69,0.0,2020-11-20,46,20,41,17,6,262,69,83951
5959,blogger,stories,bloggercampaignname_69,0.0,2020-11-21,0,0,1,1,0,1,4,4184
5960,blogger,stories,bloggercampaignname_69,0.0,2020-11-22,2,1,1,1,0,0,4,4180
5961,blogger,stories,bloggercampaignname_69,0.0,2020-11-23,1,0,2,0,0,0,0,0
5962,blogger,stories,bloggercampaignname_69,0.0,2020-11-24,0,0,0,0,0,0,0,0
5963,blogger,stories,bloggercampaignname_69,0.0,2020-11-25,0,0,1,0,0,0,0,0
5964,blogger,stories,bloggercampaignname_69,0.0,2020-11-26,0,0,1,0,0,0,0,0
5965,blogger,stories,bloggercampaignname_69,0.0,2020-11-27,2,2,3,0,0,0,0,0
5966,blogger,stories,bloggercampaignname_69,0.0,2020-11-28,2,2,2,0,0,0,0,0
5967,blogger,stories,bloggercampaignname_69,0.0,2020-11-29,1,1,1,0,0,0,0,0
5968,blogger,stories,bloggercampaignname_69,0.0,2020-11-30,1,0,1,0,0,0,0,0
5969,blogger,stories,bloggercampaignname_69,0.0,2020-12-01,0,0,0,0,0,0,0,0
5970,blogger,stories,bloggercampaignname_69,0.0,2020-12-03,0,0,0,0,0,0,0,0
5971,blogger,stories,bloggercampaignname_69,0.0,2020-12-04,0,0,0,0,0,0,0,0
5972,blogger,stories,bloggercampaignname_69,0.0,2020-12-07,0,0,0,0,0,0,0,0
5973,blogger,stories,bloggercampaignname_69,0.0,2020-12-08,1,1,1,0,0,0,0,0
5974,blogger,stories,bloggercampaignname_69,0.0,2020-12-09,0,0,0,0,0,0,0,0
5975,blogger,stories,bloggercampaignname_69,0.0,2020-12-10,0,0,1,0,0,0,0,0
5976,blogger,stories,bloggercampaignname_69,0.0,2020-12-15,0,1,1,0,0,1,0,0
5977,blogger,stories,bloggercampaignname_69,0.0,2020-12-22,0,0,0,0,0,1,0,0
5978,blogger,stories,bloggercampaignname_690,0.0,2020-12-14,283,132,182,117,42,2780,445,552714
5979,blogger,stories,bloggercampaignname_690,0.0,2020-12-15,61,29,44,31,16,465,118,147689
5980,blogger,stories,bloggercampaignname_690,0.0,2020-12-16,3,1,8,1,5,1,1,1237
5981,blogger,stories,bloggercampaignname_690,0.0,2020-12-17,2,1,5,0,2,4,0,0
5982,blogger,stories,bloggercampaignname_690,0.0,2020-12-18,3,0,2,1,3,5,3,3768
5983,blogger,stories,bloggercampaignname_690,0.0,2020-12-19,1,1,1,1,3,5,3,3552
5984,blogger,stories,bloggercampaignname_690,0.0,2020-12-20,2,1,1,1,4,3,4,5244
5985,blogger,stories,bloggercampaignname_690,0.0,2020-12-21,0,0,2,2,4,0,8,9048
5986,blogger,stories,bloggercampaignname_690,0.0,2020-12-22,0,0,2,0,3,0,0,0
5987,blogger,stories,bloggercampaignname_690,0.0,2020-12-23,0,0,1,0,3,1,0,0
5988,blogger,stories,bloggercampaignname_690,0.0,2020-12-24,0,0,0,0,1,2,0,0
5989,blogger,stories,bloggercampaignname_690,0.0,2020-12-25,1,1,1,0,2,2,0,0
5990,blogger,stories,bloggercampaignname_690,0.0,2020-12-26,2,1,1,0,0,0,0,0
5991,blogger,stories,bloggercampaignname_690,0.0,2020-12-27,1,0,0,0,0,1,0,0
5992,blogger,stories,bloggercampaignname_690,0.0,2020-12-29,1,1,2,0,0,0,0,0
5993,blogger,stories,bloggercampaignname_690,0.0,2020-12-30,0,0,0,0,0,0,0,0
5994,blogger,stories,bloggercampaignname_691,0.0,2020-10-26,0,0,0,1,1,4,3,4467
5995,blogger,stories,bloggercampaignname_691,0.0,2020-10-27,0,0,0,0,0,1,0,0
5996,blogger,stories,bloggercampaignname_692,0.0,2020-11-07,63,21,39,28,13,371,102,129769
5997,blogger,stories,bloggercampaignname_692,0.0,2020-11-08,33,15,27,17,7,233,69,87144
5998,blogger,stories,bloggercampaignname_692,0.0,2020-11-09,0,0,2,0,0,1,0,0
5999,blogger,stories,bloggercampaignname_692,0.0,2020-11-10,0,0,0,0,0,0,0,0
6000,blogger,stories,bloggercampaignname_692,0.0,2020-11-11,3,3,3,0,0,4,0,0
6001,blogger,stories,bloggercampaignname_692,0.0,2020-11-12,0,0,0,0,0,2,0,0
6002,blogger,stories,bloggercampaignname_692,0.0,2020-11-13,1,0,0,0,0,0,0,0
6003,blogger,stories,bloggercampaignname_692,0.0,2020-11-14,0,0,0,0,0,0,0,0
6004,blogger,stories,bloggercampaignname_692,0.0,2020-11-17,0,0,0,0,0,1,0,0
6005,blogger,stories,bloggercampaignname_692,0.0,2020-11-18,0,0,0,0,0,0,0,0
6006,blogger,stories,bloggercampaignname_692,0.0,2020-11-19,0,0,0,0,0,0,0,0
6007,blogger,stories,bloggercampaignname_692,0.0,2020-11-21,0,0,0,0,0,0,0,0
6008,blogger,stories,bloggercampaignname_692,0.0,2020-11-22,0,0,0,0,0,1,0,0
6009,blogger,stories,bloggercampaignname_692,0.0,2020-11-23,0,0,0,0,0,1,0,0
6010,blogger,stories,bloggercampaignname_692,0.0,2020-11-24,1,1,2,0,0,0,0,0
6011,blogger,stories,bloggercampaignname_692,0.0,2020-11-25,1,1,2,0,0,4,0,0
6012,blogger,stories,bloggercampaignname_692,0.0,2020-11-26,0,0,1,0,0,0,0,0
6013,blogger,stories,bloggercampaignname_692,0.0,2020-11-27,0,0,0,0,0,0,0,0
6014,blogger,stories,bloggercampaignname_692,0.0,2020-11-30,1,1,1,0,0,0,0,0
6015,blogger,stories,bloggercampaignname_692,0.0,2020-12-02,0,0,0,0,0,0,0,0
6016,blogger,stories,bloggercampaignname_692,0.0,2020-12-11,0,0,0,0,0,1,0,0
6017,blogger,stories,bloggercampaignname_693,0.0,2020-10-01,0,0,0,0,0,0,0,0
6018,blogger,stories,bloggercampaignname_693,0.0,2020-10-03,0,0,0,0,0,0,0,0
6019,blogger,stories,bloggercampaignname_693,0.0,2020-10-04,3,0,0,0,0,0,0,0
6020,blogger,stories,bloggercampaignname_693,0.0,2020-10-05,1,0,0,0,0,0,0,0
6021,blogger,stories,bloggercampaignname_693,0.0,2020-10-06,3,0,0,0,0,0,0,0
6022,blogger,stories,bloggercampaignname_693,0.0,2020-10-07,4,0,0,0,0,0,0,0
6023,blogger,stories,bloggercampaignname_693,0.0,2020-10-08,1,0,0,0,0,0,0,0
6024,blogger,stories,bloggercampaignname_693,0.0,2020-10-09,2,0,0,0,0,0,0,0
6025,blogger,stories,bloggercampaignname_693,0.0,2020-10-11,1,0,0,0,0,0,0,0
6026,blogger,stories,bloggercampaignname_693,0.0,2020-10-12,3,0,0,0,0,0,0,0
6027,blogger,stories,bloggercampaignname_693,0.0,2020-10-13,2,1,1,0,0,0,0,0
6028,blogger,stories,bloggercampaignname_693,0.0,2020-10-14,0,0,0,0,0,0,0,0
6029,blogger,stories,bloggercampaignname_693,0.0,2020-10-15,0,0,0,0,0,0,0,0
6030,blogger,stories,bloggercampaignname_693,0.0,2020-10-16,0,0,0,0,0,0,0,0
6031,blogger,stories,bloggercampaignname_693,0.0,2020-10-17,0,0,0,0,0,0,0,0
6032,blogger,stories,bloggercampaignname_693,0.0,2020-10-19,0,0,0,0,0,0,0,0
6033,blogger,stories,bloggercampaignname_693,0.0,2020-10-20,0,0,0,0,0,0,0,0
6034,blogger,stories,bloggercampaignname_693,0.0,2020-10-21,0,0,0,0,0,0,0,0
6035,blogger,stories,bloggercampaignname_693,0.0,2020-10-22,1,1,1,0,0,0,0,0
6036,blogger,stories,bloggercampaignname_693,0.0,2020-10-23,0,0,0,0,0,0,0,0
6037,blogger,stories,bloggercampaignname_693,0.0,2020-10-24,0,0,0,0,0,0,0,0
6038,blogger,stories,bloggercampaignname_693,0.0,2020-10-25,0,0,0,0,0,0,0,0
6039,blogger,stories,bloggercampaignname_693,0.0,2020-10-26,1,0,0,0,0,0,0,0
6040,blogger,stories,bloggercampaignname_693,0.0,2020-10-27,1,1,2,0,0,0,0,0
6041,blogger,stories,bloggercampaignname_693,0.0,2020-11-04,0,0,0,0,0,1,0,0
6042,blogger,stories,bloggercampaignname_693,0.0,2020-11-23,0,0,0,0,0,1,0,0
6043,blogger,stories,bloggercampaignname_693,0.0,2020-11-28,0,0,0,0,0,0,0,0
6044,blogger,stories,bloggercampaignname_693,0.0,2020-11-30,1,0,0,0,0,0,0,0
6045,blogger,stories,bloggercampaignname_693,0.0,2020-12-06,0,0,0,0,0,1,0,0
6046,blogger,stories,bloggercampaignname_693,0.0,2020-12-14,0,0,0,0,0,1,0,0
6047,blogger,stories,bloggercampaignname_694,0.0,2020-10-21,0,0,0,0,0,1,0,0
6048,blogger,stories,bloggercampaignname_694,0.0,2020-11-25,0,0,0,0,0,0,0,0
6049,blogger,stories,bloggercampaignname_694,0.0,2020-12-07,0,0,0,0,0,0,0,0
6050,blogger,stories,bloggercampaignname_695,0.0,2020-10-01,1,0,0,0,1,8,0,0
6051,blogger,stories,bloggercampaignname_695,0.0,2020-10-02,0,0,1,0,0,0,0,0
6052,blogger,stories,bloggercampaignname_695,0.0,2020-10-03,0,0,0,0,2,0,0,0
6053,blogger,stories,bloggercampaignname_695,0.0,2020-10-05,0,0,0,1,2,0,4,4024
6054,blogger,stories,bloggercampaignname_695,0.0,2020-10-08,0,0,2,0,1,0,0,0
6055,blogger,stories,bloggercampaignname_695,0.0,2020-10-14,1,0,0,0,0,2,0,0
6056,blogger,stories,bloggercampaignname_695,0.0,2020-10-17,0,0,0,0,0,2,0,0
6057,blogger,stories,bloggercampaignname_695,0.0,2020-10-23,0,0,0,0,0,1,0,0
6058,blogger,stories,bloggercampaignname_695,0.0,2020-10-24,1,0,0,0,0,0,0,0
6059,blogger,stories,bloggercampaignname_695,0.0,2020-10-27,0,0,0,0,0,0,0,0
6060,blogger,stories,bloggercampaignname_695,0.0,2020-11-21,0,0,0,0,0,0,0,0
6061,blogger,stories,bloggercampaignname_695,0.0,2020-11-22,0,0,0,0,0,1,0,0
6062,blogger,stories,bloggercampaignname_695,0.0,2020-12-19,1,1,1,0,0,3,0,0
6063,blogger,stories,bloggercampaignname_696,0.0,2020-10-29,0,0,0,0,0,1,0,0
6064,blogger,stories,bloggercampaignname_696,0.0,2020-10-30,147,37,63,70,26,805,256,306712
6065,blogger,stories,bloggercampaignname_696,0.0,2020-10-31,32,6,17,9,7,168,37,45828
6066,blogger,stories,bloggercampaignname_696,0.0,2020-11-01,2,0,0,1,1,3,3,3900
6067,blogger,stories,bloggercampaignname_696,0.0,2020-11-02,1,0,0,0,5,0,0,0
6068,blogger,stories,bloggercampaignname_696,0.0,2020-11-03,3,0,0,0,3,0,0,0
6069,blogger,stories,bloggercampaignname_696,0.0,2020-11-04,1,1,1,0,1,1,0,0
6070,blogger,stories,bloggercampaignname_696,0.0,2020-11-05,1,0,0,0,0,0,0,0
6071,blogger,stories,bloggercampaignname_696,0.0,2020-11-06,0,0,0,0,0,0,0,0
6072,blogger,stories,bloggercampaignname_696,0.0,2020-11-07,0,0,0,0,0,0,0,0
6073,blogger,stories,bloggercampaignname_696,0.0,2020-11-08,0,0,0,0,0,0,0,0
6074,blogger,stories,bloggercampaignname_696,0.0,2020-11-10,0,0,0,0,0,1,0,0
6075,blogger,stories,bloggercampaignname_696,0.0,2020-11-13,1,1,1,0,0,0,0,0
6076,blogger,stories,bloggercampaignname_696,0.0,2020-11-14,0,0,0,0,0,0,0,0
6077,blogger,stories,bloggercampaignname_696,0.0,2020-11-17,1,1,1,0,0,0,0,0
6078,blogger,stories,bloggercampaignname_696,0.0,2020-11-18,0,0,0,0,0,0,0,0
6079,blogger,stories,bloggercampaignname_696,0.0,2020-11-24,0,1,1,0,0,0,0,0
6080,blogger,stories,bloggercampaignname_696,0.0,2020-11-26,0,0,0,0,0,0,0,0
6081,blogger,stories,bloggercampaignname_697,0.0,2020-10-16,85,24,47,32,11,309,125,152438
6082,blogger,stories,bloggercampaignname_697,0.0,2020-10-17,28,16,27,19,8,114,70,88693
6083,blogger,stories,bloggercampaignname_697,0.0,2020-10-18,2,1,1,1,2,1,4,4328
6084,blogger,stories,bloggercampaignname_697,0.0,2020-10-19,4,0,1,0,1,1,0,0
6085,blogger,stories,bloggercampaignname_697,0.0,2020-10-20,0,0,1,0,2,0,0,0
6086,blogger,stories,bloggercampaignname_697,0.0,2020-10-21,1,0,0,0,0,0,0,0
6087,blogger,stories,bloggercampaignname_697,0.0,2020-10-22,1,0,1,0,1,0,0,0
6088,blogger,stories,bloggercampaignname_697,0.0,2020-10-23,0,0,0,0,0,0,0,0
6089,blogger,stories,bloggercampaignname_697,0.0,2020-10-24,0,0,0,0,0,0,0,0
6090,blogger,stories,bloggercampaignname_697,0.0,2020-10-25,0,0,0,0,2,0,0,0
6091,blogger,stories,bloggercampaignname_697,0.0,2020-10-26,0,0,0,0,0,1,0,0
6092,blogger,stories,bloggercampaignname_697,0.0,2020-10-27,0,0,0,0,0,0,0,0
6093,blogger,stories,bloggercampaignname_697,0.0,2020-10-29,0,0,0,0,0,0,0,0
6094,blogger,stories,bloggercampaignname_697,0.0,2020-10-30,0,0,0,0,0,1,0,0
6095,blogger,stories,bloggercampaignname_697,0.0,2020-10-31,1,1,1,0,1,1,0,0
6096,blogger,stories,bloggercampaignname_697,0.0,2020-11-02,0,0,0,0,0,0,0,0
6097,blogger,stories,bloggercampaignname_697,0.0,2020-11-11,0,0,0,0,0,0,0,0
6098,blogger,stories,bloggercampaignname_697,0.0,2020-11-17,0,0,0,0,1,0,0,0
6099,blogger,stories,bloggercampaignname_697,0.0,2020-12-16,0,0,0,0,0,1,0,0
6100,blogger,stories,bloggercampaignname_698,0.0,2020-10-26,1,1,1,0,0,0,0,0
6101,blogger,stories,bloggercampaignname_698,0.0,2020-11-06,0,0,0,0,0,1,0,0
6102,blogger,stories,bloggercampaignname_698,0.0,2020-11-13,1,1,1,0,0,3,0,0
6103,blogger,stories,bloggercampaignname_698,0.0,2020-12-02,0,0,0,0,0,0,0,0
6104,blogger,stories,bloggercampaignname_698,0.0,2020-12-14,1,0,0,0,0,0,0,0
6105,blogger,stories,bloggercampaignname_698,0.0,2020-12-15,1,0,0,0,0,0,0,0
6106,blogger,stories,bloggercampaignname_699,0.0,2020-10-13,1,1,1,0,0,0,0,0
6107,blogger,stories,bloggercampaignname_699,0.0,2020-10-20,1,0,0,0,0,1,0,0
6108,blogger,stories,bloggercampaignname_699,0.0,2020-10-24,1,0,0,0,0,0,0,0
6109,blogger,stories,bloggercampaignname_699,0.0,2020-11-07,1,1,1,0,0,0,0,0
6110,blogger,stories,bloggercampaignname_699,0.0,2020-11-27,0,1,1,0,0,0,0,0
6111,blogger,stories,bloggercampaignname_7,0.0,2020-10-01,0,0,0,0,0,2,0,0
6112,blogger,stories,bloggercampaignname_7,0.0,2020-10-05,0,0,0,0,0,1,0,0
6113,blogger,stories,bloggercampaignname_7,0.0,2020-10-12,0,0,0,0,0,1,0,0
6114,blogger,stories,bloggercampaignname_70,0.0,2020-12-12,0,0,0,0,0,1,0,0
6115,blogger,stories,bloggercampaignname_700,0.0,2020-12-15,0,0,0,0,0,0,0,0
6116,blogger,stories,bloggercampaignname_700,0.0,2020-12-17,0,0,0,0,0,6,0,0
6117,blogger,stories,bloggercampaignname_700,0.0,2020-12-18,0,0,0,0,0,0,0,0
6118,blogger,stories,bloggercampaignname_700,0.0,2020-12-28,0,0,0,0,0,1,0,0
6119,blogger,stories,bloggercampaignname_701,0.0,2020-10-26,0,0,0,0,0,0,0,0
6120,blogger,stories,bloggercampaignname_701,0.0,2020-10-27,0,0,0,0,0,1,0,0
6121,blogger,stories,bloggercampaignname_701,0.0,2020-10-29,8,0,4,0,0,44,0,0
6122,blogger,stories,bloggercampaignname_701,0.0,2020-10-30,5,1,2,0,0,15,0,0
6123,blogger,stories,bloggercampaignname_701,0.0,2020-10-31,0,0,1,0,0,0,0,0
6124,blogger,stories,bloggercampaignname_701,0.0,2020-11-01,1,0,1,0,0,0,0,0
6125,blogger,stories,bloggercampaignname_701,0.0,2020-11-18,0,0,0,0,0,0,0,0
6126,blogger,stories,bloggercampaignname_702,0.0,2020-12-18,0,0,0,0,0,0,0,0
6127,blogger,stories,bloggercampaignname_703,0.0,2020-11-05,0,0,0,0,0,0,0,0
6128,blogger,stories,bloggercampaignname_704,0.0,2020-11-24,70,17,32,27,6,368,107,133706
6129,blogger,stories,bloggercampaignname_704,0.0,2020-11-25,28,7,18,16,6,149,63,80274
6130,blogger,stories,bloggercampaignname_704,0.0,2020-11-26,0,0,2,1,1,0,3,4014
6131,blogger,stories,bloggercampaignname_704,0.0,2020-11-27,0,0,0,1,1,0,3,4089
6132,blogger,stories,bloggercampaignname_704,0.0,2020-11-29,0,0,0,0,0,0,0,0
6133,blogger,stories,bloggercampaignname_704,0.0,2020-11-30,0,0,0,0,0,0,0,0
6134,blogger,stories,bloggercampaignname_704,0.0,2020-12-03,0,0,1,0,0,0,0,0
6135,blogger,stories,bloggercampaignname_704,0.0,2020-12-06,0,0,0,0,0,0,0,0
6136,blogger,stories,bloggercampaignname_704,0.0,2020-12-10,0,0,0,0,0,1,0,0
6137,blogger,stories,bloggercampaignname_704,0.0,2020-12-16,0,0,0,0,0,1,0,0
6138,blogger,stories,bloggercampaignname_705,0.0,2020-10-06,1,0,0,0,0,0,0,0
6139,blogger,stories,bloggercampaignname_705,0.0,2020-10-13,1,1,1,0,0,0,0,0
6140,blogger,stories,bloggercampaignname_705,0.0,2020-11-06,0,0,0,0,0,0,0,0
6141,blogger,stories,bloggercampaignname_705,0.0,2020-11-19,0,0,0,0,0,0,0,0
6142,blogger,stories,bloggercampaignname_705,0.0,2020-11-23,0,0,2,0,0,0,0,0
6143,blogger,stories,bloggercampaignname_705,0.0,2020-11-27,0,0,1,0,0,0,0,0
6144,blogger,stories,bloggercampaignname_705,0.0,2020-11-29,0,0,1,0,0,0,0,0
6145,blogger,stories,bloggercampaignname_705,0.0,2020-12-01,0,0,1,0,0,0,0,0
6146,blogger,stories,bloggercampaignname_705,0.0,2020-12-09,0,0,1,0,0,0,0,0
6147,blogger,stories,bloggercampaignname_705,0.0,2020-12-16,0,0,1,0,0,0,0,0
6148,blogger,stories,bloggercampaignname_706,0.0,2020-10-23,0,0,0,0,0,0,0,0
6149,blogger,stories,bloggercampaignname_707,0.0,2020-12-08,0,0,0,0,0,0,0,0
6150,blogger,stories,bloggercampaignname_707,0.0,2020-12-10,0,0,1,0,0,0,0,0
6151,blogger,stories,bloggercampaignname_707,0.0,2020-12-11,0,0,0,0,0,4,0,0
6152,blogger,stories,bloggercampaignname_707,0.0,2020-12-14,1,0,0,0,0,0,0,0
6153,blogger,stories,bloggercampaignname_708,0.0,2020-10-09,0,0,0,0,0,1,0,0
6154,blogger,stories,bloggercampaignname_708,0.0,2020-11-04,0,0,0,0,0,6,0,0
6155,blogger,stories,bloggercampaignname_709,0.0,2020-10-10,0,0,0,0,0,1,0,0
6156,blogger,stories,bloggercampaignname_709,0.0,2020-10-11,0,0,0,0,0,11,0,0
6157,blogger,stories,bloggercampaignname_709,0.0,2020-10-12,0,0,0,0,0,2,0,0
6158,blogger,stories,bloggercampaignname_71,0.0,2020-12-10,48,5,26,28,11,644,109,141328
6159,blogger,stories,bloggercampaignname_71,0.0,2020-12-11,13,3,6,15,3,237,57,70917
6160,blogger,stories,bloggercampaignname_71,0.0,2020-12-12,2,0,1,2,1,0,8,8679
6161,blogger,stories,bloggercampaignname_71,0.0,2020-12-13,2,0,0,1,0,0,1,1442
6162,blogger,stories,bloggercampaignname_71,0.0,2020-12-14,0,0,1,0,0,0,0,0
6163,blogger,stories,bloggercampaignname_71,0.0,2020-12-15,0,0,0,0,0,0,0,0
6164,blogger,stories,bloggercampaignname_71,0.0,2020-12-16,0,0,0,0,0,0,0,0
6165,blogger,stories,bloggercampaignname_71,0.0,2020-12-17,0,0,0,0,0,0,0,0
6166,blogger,stories,bloggercampaignname_71,0.0,2020-12-18,1,0,1,0,0,0,0,0
6167,blogger,stories,bloggercampaignname_71,0.0,2020-12-19,2,0,0,0,0,0,0,0
6168,blogger,stories,bloggercampaignname_71,0.0,2020-12-20,0,0,0,0,0,1,0,0
6169,blogger,stories,bloggercampaignname_71,0.0,2020-12-22,0,0,0,0,1,0,0,0
6170,blogger,stories,bloggercampaignname_71,0.0,2020-12-23,1,0,0,0,0,0,0,0
6171,blogger,stories,bloggercampaignname_71,0.0,2020-12-25,0,0,0,0,1,0,0,0
6172,blogger,stories,bloggercampaignname_710,0.0,2020-11-07,0,0,0,0,0,0,0,0
6173,blogger,stories,bloggercampaignname_711,0.0,2020-12-07,0,0,0,0,0,3,0,0
6174,blogger,stories,bloggercampaignname_711,0.0,2020-12-08,0,0,0,0,0,2,0,0
6175,blogger,stories,bloggercampaignname_712,0.0,2020-11-19,1,0,2,0,0,8,0,0
